PMID,FACTOR,TEXT
33860712,PICC indwelling time,"validation of michigan risk score and d-dimer to predict peripherally inserted central catheter-related thrombosis: a study of 206,132 catheter days. results: two thousand one hundred sixty-three patients were included for a total of 206,132 catheter days."
26117624,PICC insertion procedure,the same vein entry site was used for placement of the ivcf followed by picc insertion. conclusion: simultaneous ivcf and picc insertion using the same upper extremity venous access was feasible and safe in our series.
25997503,Total parenteral nutrition,"univariate and multivariate analysis demonstrated a history of transplant, and the indication of total parenteral nutrition was associated with thrombosis (p<0.001)."
32709498,ICU,peripherally inserted central catheter lines for intensive care unit and onco-hematologic patients: a systematic review and meta-analysis. objective: to compare central line associated bloodstream infection (clabsi) and catheter-related thrombosis rates in intensive care unit (icu) and onco-hematologic patients with picc lines and cvcs.
32709498,PICC infection,objective: to compare central line associated bloodstream infection (clabsi) and catheter-related thrombosis rates in intensive care unit (icu) and onco-hematologic patients with picc lines and cvcs.
34459038,PICC infection,"the insertion-site blood oozing and central line-associated bloodstream infection rates were 36.5% (19/52) and 26.9% (14/52), respectively, indicating the feasibility of these piccs for various applications in allo-hsct."
34343193,PICC insertion procedure,"the pooled data showed that compared with picc, tivap was associated with a higher first-puncture success rate (or:2.028, 95%ci:1.25-3.289, p<0.05), a lower accidental removal rate (or:0.447, 95%ci:0.225-0.889, p<0.05) and lower complication rates, including infection (or:0.570, 95%ci: 0.383-0.850, p<0.05), occlusion (or:0.172, 95%ci:0.092-0.324, p<0.05), malposition (or:0.279, 95%ci:0.128-0.608, p<0.05), thrombosis (or:0.191, 95%ci, 0.111-0.329, p<0.05), phlebitis (or:0.102, 95%ci, 0.038-0.273, p<0.05), allergy (or:0.155, 95%ci:0.035-0.696, p<0.05)."
34343193,PICC infection,"the pooled data showed that compared with picc, tivap was associated with a higher first-puncture success rate (or:2.028, 95%ci:1.25-3.289, p<0.05), a lower accidental removal rate (or:0.447, 95%ci:0.225-0.889, p<0.05) and lower complication rates, including infection (or:0.570, 95%ci: 0.383-0.850, p<0.05), occlusion (or:0.172, 95%ci:0.092-0.324, p<0.05), malposition (or:0.279, 95%ci:0.128-0.608, p<0.05), thrombosis (or:0.191, 95%ci, 0.111-0.329, p<0.05), phlebitis (or:0.102, 95%ci, 0.038-0.273, p<0.05), allergy (or:0.155, 95%ci:0.035-0.696, p<0.05)."
34226216,Cancer,"this pattern continued when only those with malignancy were included in the analysis, those with cancer had twice the risk of thrombosis with a cvr greater than 45%. these results suggest that in individuals with cancer, the use of a cvr ≤45% should be considered to minimise risk of thrombosis."
34226216,PICC insertion procedure,participants: adults who had undergone picc insertion. results: 2438 picc insertions were included with 39 cases of thrombosis (1.6%; 95% ci 1.14% to 2.19%). conclusions: adherence to cvr cut-offs are an important component of picc insertion clinical decision making to reduce the risk of thrombosis.
31556001,PICC infection,"the primary outcome was all complications as well as combined numbers of large vein thrombosis, central-line-associated blood stream infections, and insertional trauma. the combined number of large vein thrombosis, central-line-associated blood stream infection, and insertional trauma was 4/72 in the picc arm and 1/80 in the cvc group (or 4.6 (95% ci 0.5-42.6) p = 0.14)."
34729630,Cancer,"reduction of perioperative venous thrombus formation by antithrombotic peripherally inserted central catheter in esophageal cancer. purpose: although a central venous catheter (cvc) is often needed perioperatively for intraoperative and nutritional management of esophageal cancer (ec), the catheter placement impacts the risk of venous thrombosis."
33244268,Cancer,"the influence of venous characteristics on peripherally inserted central catheter-related symptomatic venous thrombosis in cancer patients. this study aimed to identify effects of venous characteristics on symptomatic picc-related venous thrombosis in cancer patients and explore the relationship between venous characteristics and blood flow velocity. results: a total of 2933 cancer patients were enrolled in this study; of these patients, 68 experienced symptomatic venous thrombosis."
33244268,BMI,"in the bivariate analysis, body mass index (bmi), history of venous thrombosis, triglycerides, tumor category, vessel diameter, vessel depth and arm circumference were associated with thrombosis."
33244268,PICC insertion procedure,"a vein depth of greater than 1.07cm or less than 0.57cm was associated with a higher incidence of picc-related venous thrombosis, and the greater the arm circumference and vessel diameter, the greater the risk of venous thrombosis."
33244268,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"in the bivariate analysis, body mass index (bmi), history of venous thrombosis, triglycerides, tumor category, vessel diameter, vessel depth and arm circumference were associated with thrombosis."
33244268,Slower blood flow velocity,"this study aimed to identify effects of venous characteristics on symptomatic picc-related venous thrombosis in cancer patients and explore the relationship between venous characteristics and blood flow velocity. in october 2017, 169 patients with piccs were enrolled prospectively, and the relationships between blood flow velocity and venous characteristics were recorded and analyzed. blood flow velocity was positively correlated with vessel depth and arm circumference but not with vessel diameter."
33157980,Cancer,"relationship between abo blood group and risk of venous thrombosis in cancer patients with peripherally inserted central catheters: a protocol for systematic review and meta-analysis. in order to provide basis for individual prevention and accurate treatment of vte, the purpose of this study was to explore the relationship between abo blood group and the risk of vte in cancer patients associated with picc through meta-analysis. methods: electronic databases, including embase, cochrane library, pubmed, chinese databases sinomed, chinese national knowledge infrastructure (cnki), chinese scientific journals database (vip), and wanfang data, were searched for case-control studies of abo blood group and picc-related vte in cancer patients. conclusion: this study provided evidence to support the relationship between abo blood group and the risk of picc-related vte in cancer patients."
